D_HDN	D_MFI	VPCT	VPPD_Nor	VPPD_Cen	VPPD_Sur	VPPD_Tot	CMg_Nor	CMg_Cen	CMg_Sur	Capital	Dem_Tot	Ccapital	
60.5411	3.78865	248.003	1086.92	1021.38	194.306	2301.75	87.367	21.158	15.5205	111	8640	150	
113.606	7.54454	544.047	3756.79	1914.64	395.822	7086.1	255.427	36.7037	28.2866	111	10010	150	
82.7906	6.9308	892.124	5872.42	1933.55	829.003	11689.6	333.797	40.5539	56.7878	111	10170	150	
249.251	15.4645	909.218	7985.97	8427.16	1375.02	17788.1	616.521	144.032	98.9341	111	12205	150	
151.855	10.0329	666.89	5453.48	2632.81	248.983	8344.44	367.341	48.7296	16.7497	111	10909	150	
154.541	14.8138	3050.84	9777.99	8807.68	12543.3	31323.5	623.39	158.603	609.355	111	11020	150	
160.426	10.1761	675.705	5233.18	5187.26	961.59	11871.7	392.862	90.9445	69.4602	111	10650	150	
92.143	8.5809	1256.74	8856.04	2551.6	1049.16	16296.1	485.478	53.5244	69.8501	111	11041	150	
198.855	16.3571	1135.46	8906.55	12193.5	2627.42	24491.5	668.72	210.187	188.829	111	11270	150	
147.91	9.17555	598.359	4653.24	5280.97	935.968	10869.7	361.849	92.2907	68.5687	111	10017	150	
181.395	17.607	3458.5	11927.2	10898	13953.5	37428	765.903	194.743	684.821	111	11740	150	
63.4357	4.59026	441.909	2191.38	912.752	184.513	3288.83	130.625	20.9902	13.8254	111	8860	150	
49.3954	5.25852	876.406	6152.29	1478.56	286.185	7917.25	316.237	34.5539	16.7979	111	9790	150	
49.709	4.2484	570.563	3630.94	1090.81	218.484	4939.95	196.581	25.4447	14.4148	111	9180	150	
65.8373	4.08002	261.366	1009.8	827.859	147.555	1984.73	81.4869	17.9208	12.3431	111	8640	150	
121.602	9.35539	1073.46	7212.28	4974.6	1623.02	17821.1	454.946	92.0271	114.293	111	10690	150	
82.7906	6.71204	774.279	5780.24	1879.73	299.157	8134.7	329.241	39.2414	18.6704	111	10170	150	
77.9429	6.00903	651.103	4432.13	1607.87	401.474	7363.46	260.258	33.6529	27.3082	111	9760	150	
251.076	15.7252	1049.66	9022.66	10995.7	2006.48	22024.9	696.517	187.831	144.362	111	12205	150	
153.469	10.3835	855.764	6231.66	4499.85	1098.19	14042.1	425.363	81.2956	77.8418	111	10909	150	
127.702	9.55773	915.443	7214.05	2596.44	299.969	10110.8	430.335	51.0408	18.2447	111	11020	150	
68.3248	8.22839	1484.5	11608	2691.64	576.656	15723.1	599.932	59.18	32.5367	111	11489	150	
159.755	10.0802	624.047	4851.86	4242.51	729.329	10313.4	363.438	74.8346	52.7513	111	10650	150	
109.802	6.79834	436.577	3046.5	3257.9	568.503	6872.28	238.374	58.4635	42.3696	111	9350	150	
128.162	13.0161	4007.29	10439.5	6487.9	17182.6	34698.5	603.818	122.726	803.615	111	11041	150	
147.609	8.96905	440.514	3428.08	2244.63	189.787	5862.17	267.334	40.5368	14.9517	111	10017	150	
21.8162	0.949373	160.31	401.853	447.564	103.851	952.313	40.7841	12.5685	12.2334	111	5970	150	
181.452	17.7844	3770.22	12422.8	10783.2	15426.5	39320.5	785.224	193.665	749.682	111	11850	150	
77.0868	4.59317	299.755	1810.85	1577.03	239.029	3626.16	145.347	30.5396	19.8449	111	8130	150	
58.3725	3.52154	258.58	844.583	712.728	130.268	1687.41	71.2336	16.4349	12.5174	111	7640	150	
103.013	6.24625	417.02	2934.55	3084.58	526.264	6544.76	231.398	55.765	40.1858	111	8690	150	
49.1679	4.87378	755.479	4759.69	1165.52	254.455	6180.22	243.14	28.3455	16.0167	111	9340	150	
52.0819	3.77121	391.091	2183.17	897.507	179.04	3259.12	129.844	20.5993	13.0436	111	8860	150	
42.9791	5.54494	2300.41	6307.89	1601.58	8796.25	17841	323.709	37.4689	404.629	111	9790	150	
27.2034	2.69468	525.588	3180.87	801.779	190.017	4172.4	165.162	21.198	14.0152	111	7790	150	
48.3986	3.02773	238.065	416.199	474.518	131.892	1022.49	37.1046	12.4987	12.1217	111	7860	150	
88.1342	6.46918	612.157	3915.87	1501.76	224.915	5642.9	234.165	31.4826	15.4783	111	9610	150	
78.6433	5.00383	318.684	1019.06	845.054	153.728	2018.24	82.3687	18.3617	13.2249	111	8640	150	
117.191	7.67456	518.372	3726.75	1900.4	209.964	5836.9	254.06	36.3624	15.0384	111	10010	150	
87.0015	6.24666	625.947	3913.7	3703.44	1015.91	10130.4	266.142	68.1285	73.0734	111	9480	150	
85.8629	8.13107	1824.11	7495.35	2506.33	5255.48	19831.8	414.048	53.3372	263.943	111	10580	150	
251.874	15.8391	1111.01	9475.47	12117.6	2282.29	23875.4	731.458	206.961	164.203	111	12205	150	
162.513	14.9554	1663.95	8531.44	10197.9	5518.62	24934.8	602.825	178.458	306.687	111	10909	150	
123.242	9.37207	953.936	7256.55	2617.14	560.655	11862.5	432.288	51.5384	36.8461	111	11020	150	
113.86	10.8839	2155.32	10634.6	3412.53	5206.3	26250.5	587.682	70.8755	273.422	111	11700	150	
68.3248	8.59856	1837.05	11709.1	2750.62	2515.73	20291.1	604.924	60.6185	131.923	111	11489	150	
162.377	10.4548	825.836	6341.36	7932.96	1636.6	16400.6	478.374	137.764	118.021	111	10650	150	
48.2485	2.67057	246.821	1252.54	1361.49	254.074	2867.25	104.93	27.5835	22.285	111	6830	150	
32.6201	1.90199	195.917	218.178	337.321	113.776	668.857	23.6449	10.475	11.6428	111	7060	150	
28.4827	1.56654	189.615	186.918	306.905	104.253	597.694	22.5718	10.1578	11.6627	111	6540	150	
123.949	7.68697	416.135	2401.11	1651.98	176.022	4229.54	188.773	31.2559	14.6575	111	9350	150	
34.0868	1.82285	200.076	459.896	457.258	102.259	1018.96	44.4188	12.6498	11.8838	111	6360	150	
41.8615	2.56866	237.28	224.86	349.73	118.231	693.039	24.2813	10.7932	12.2792	111	7060	150	
32.0472	1.82368	205.569	189.495	311.692	105.971	607.021	22.8173	10.2806	11.9081	111	6540	150	
59.0108	3.41186	257.095	1061.59	821.74	121.212	2004.24	89.5799	18.3546	12.6287	111	7120	150	
155.53	9.54048	475.968	3433.81	2255.26	193.605	5882.9	267.88	40.8095	15.4971	111	10017	150	
35.0247	2.6497	382.797	1619.76	547.608	151.164	2318.67	90.1383	15.5623	13.2437	111	7270	150	
25.771	1.21896	175.329	383.719	400.843	92.9711	876.853	39.4369	11.8179	11.5872	111	5970	150	
88.2122	5.3382	328.915	1657.37	1191.64	146.016	2995.06	133.652	24.0995	13.5435	111	8130	150	
64.0494	3.93106	283.989	848.687	720.351	133.005	1702.26	71.6245	16.6304	12.9083	111	7640	150	
68.9329	4.08089	282.623	1239.53	934.608	130.223	2304.21	102.572	20.096	12.949	111	7490	150	
73.9973	5.35216	489.182	2199.01	926.934	189.604	3316.46	131.353	21.3538	14.5527	111	8860	150	
44.3215	4.16682	645.453	3692.64	924.205	219.717	4837.21	189.292	23.6613	15.2901	111	8510	150	
34.3325	3.20896	557.497	3186.02	811.352	193.453	4191.05	165.653	21.4435	14.5061	111	7790	150	
59.7524	3.84678	288.883	424.408	489.763	137.365	1052.2	37.8864	12.8896	12.9035	111	7860	150	
104.434	7.09339	529.698	2996.18	1463.14	202.78	4662.85	196.972	29.6559	15.2386	111	9480	150	
124.865	8.73875	703.668	4933.2	2086.43	246.521	7266.78	310.936	40.8619	16.7643	111	10290	150	
96.321	8.16033	990.446	7287.71	2166.32	311.383	9766.15	404.108	45.541	18.478	111	10580	150	
97.2524	7.69452	831.813	5785.07	1895.86	273.775	7955.47	329.959	39.6592	17.3388	111	10170	150	
169.497	10.6275	558.415	4147.29	2505.49	217.181	6870.37	309.664	45.1809	16.2849	111	10650	150	
53.17	2.97903	239.039	1022.77	789.801	114.339	1926.43	87.2697	17.8967	12.4147	111	6830	150	
48.0921	7.92119	1702.34	13437.4	2709.21	475.028	16622.6	669.832	62.1725	23.0235	111	11680	150	
63.0664	7.42613	1305.97	9853.29	2226.04	382.531	12462.8	503.805	50.2792	20.3397	111	10868	150	
185.957	12.3977	835.513	7015.81	3253.34	284.979	10554.4	466.711	59.4646	18.5079	111	11670	150	
154.069	11.4442	1061.23	8742.07	3172.75	334.935	12250.2	525.709	61.0591	19.7354	111	11740	150	
65.5821	6.91752	1108.35	7999.61	1909.76	335.837	10246.1	413.494	43.2522	18.9379	111	10380	150	
67.3998	5.52459	649.745	3643.73	1114.56	227.011	4986.24	197.799	26.0538	15.633	111	9180	150	
129.205	8.54123	572.144	3735.43	1916.53	215.755	5868.33	254.888	36.7761	15.8657	111	10010	150	
129.99	9.38964	820.658	6119.7	2374.39	274.933	8769.62	374.465	46.4881	17.6794	111	10690	150	
95.3185	7.13542	691.119	4415.16	1613.96	240.098	6270	259.994	33.8306	16.2928	111	9760	150	
131.663	9.84344	933.17	7216.92	2601.75	301.878	10121.1	430.607	51.1772	18.5175	111	11020	150	
116.21	10.1632	1283.34	10353.3	2994.74	383.335	13732	573.898	61.1913	20.8598	111	11700	150	
73.413	8.51447	1472.63	11584.6	2682.65	423.361	14691.5	598.943	58.9694	21.6825	111	11489	150	
84.9803	5.46097	347.048	1023.64	853.563	156.782	2034.82	82.8051	18.5798	13.6613	111	8640	150	
100.415	8.85148	1136.62	8739.1	2490.95	346.614	11577.4	479.972	52.0589	19.5916	111	11041	150	
111.051	6.72058	375.442	2333.31	1590.83	160.419	4084.55	185.122	30.3988	14.1781	111	8690	150	
55.5048	5.33093	783.843	4764.28	1174.03	257.51	6196.8	243.577	28.5637	16.453	111	9340	150	
59.957	6.02042	923.679	6159.93	1492.74	291.276	7944.89	316.965	34.9176	17.5252	111	9790	150	
161.065	10.6664	707.73	5459.84	2645	251.7	8356.98	367.96	49.0425	17.2599	111	10909	150	
194.49	12.1915	633.015	5196.64	3019.95	237.826	8454.68	383.234	53.5843	17.1481	111	11270	150	
59.9053	6.50799	1082.94	7995.5	1902.14	333.101	10231.3	413.104	43.0567	18.547	111	10380	150	
94.3421	8.41339	1109.44	8734.71	2482.8	343.687	11561.5	479.554	51.8498	19.1734	111	11041	150	
166.593	10.418	545.415	4145.19	2501.59	215.781	6862.77	309.464	45.0809	16.0849	111	10650	150	
70.8288	5.12359	475	2196.72	922.679	188.077	3308.17	131.134	21.2447	14.3345	111	8860	150	
61.6215	6.6318	1090.62	7996.75	1904.44	333.928	10235.7	413.222	43.1158	18.6652	111	10380	150	
55.4684	5.69661	903.588	6156.68	1486.72	289.112	7933.14	316.656	34.763	17.2161	111	9790	150	
119.223	8.84739	879.738	6195.82	2408.92	752.039	11977.3	377.87	47.3121	51.6345	111	10690	150	
85.3078	5.12868	315.915	1655.27	1187.74	144.616	2987.46	133.452	23.9995	13.3435	111	8130	150	
55.4681	3.31201	245.58	842.483	708.828	128.868	1679.81	71.0336	16.3349	12.3174	111	7640	150	
22.0779	2.39014	561.205	3182.44	797.976	532.918	4518.26	165.07	21.0966	29.2054	111	7790	150	
56.3724	3.56246	269.11	499.427	526.765	134.709	1161.19	43.7759	13.4328	12.6117	111	7830	150	
112.622	10.0504	1339.62	10407.3	3022.96	706.889	15905.1	576.448	61.8735	44.0137	111	11700	150	
52.9378	2.97377	229.913	1057.2	813.585	118.285	1988.35	89.1617	18.1456	12.2105	111	7120	150	
31.064	2.36398	365.07	1616.89	542.29	149.255	2308.31	89.8656	15.4259	12.971	111	7270	150	
65.7644	3.85232	268.441	1237.24	930.353	128.696	2295.92	102.354	19.9869	12.7308	111	7490	150	
97.9653	6.62672	500.743	2991.5	1454.46	199.661	4645.93	196.526	29.4332	14.7932	111	9480	150	
90.6441	7.75081	965.036	7283.6	2158.69	308.646	9751.3	403.717	45.3456	18.0871	111	10580	150	
57.7856	7.04518	1282.33	9849.47	2218.95	379.985	12448.9	503.441	50.0974	19.9761	111	10868	150	
119.988	7.40126	398.408	2398.25	1646.66	174.113	4219.17	188.5	31.1196	14.3848	111	9350	150	
28.806	1.4419	176.44	456.078	450.167	99.7138	1005.15	44.0551	12.4679	11.5201	111	6360	150	
29	8	1768	15218	2733	446.584	18401	745	64	20	111	12205	150	
58.3157	3	280.48	189.36	348.159	133.24	670.132	18.3733	10	11.7983	111	8118	150	
257	15	534	3719	1899	166.225	5785	287	32	12	111	12205	150	
3	0	111.733	90.2398	195.853	68.6798	354.586	17.3733	8	9.37329	111	5269	150	
39.1335	2.81335	131.772	153.719	281.505	107.853	542.891	14.7466	8	9.37329	111	8118	150	
133	13	7754.34	15976	3571	40377	59924	782	83	1818	111	12205	150	
251.173	22	1041	8490	4819	537	13846	655	82	39	111	12205	150	
21.4862	2	137.681	154.674	283.278	108.489	546.345	14.8375	8.09091	9.4642	111	8118	150	
15	9	5803.63	15744.2	2892	28153.6	47226.1	770.685	67	1267.58	111	12205	150	
223.719	14	789.64	7031.01	3908.85	391.144	11380.9	542.464	66.7098	28.2281	111	12205	150	
60.0683	8.30407	3691.17	9495.81	2267.38	17873.9	30331.3	478.186	50.956	807.493	111	10868	150	
77.1386	8.18914	1341.96	7905.56	1928.86	2061.59	13802.3	418.882	41.3606	97.7717	111	11041	150	
163.594	11.559	784.155	6393.06	2486.09	325.255	10248.3	418.824	45.8438	21.7755	111	11670	150	
171.014	12.3962	708.49	6028.09	2921.56	344.337	9742.09	446.947	51.7168	24.8078	111	11270	150	
132.885	10.6596	991.468	7613.46	2390.45	368.314	12311.1	439.434	46.9722	22.8741	111	11740	150	
91.5334	6.92382	374.67	2830.65	1587.55	204.165	4687	222.638	29.6745	16.849	111	8690	150	
24.0109	4.07304	1165.02	4524.18	1024.99	4060.36	9812.4	228.555	24.6284	186.144	111	9340	150	
71.6818	7.85296	3209.39	7854.65	2017.03	15828.1	26134	403.209	45.4223	715.845	111	10380	150	
30.6547	5.01104	1524.59	5827.64	1281.55	5516.42	13095.3	295.297	29.9634	251.632	111	9790	150	
34.3893	4.06398	672.481	3345.48	883.188	1342.39	6063.72	176.386	20.7575	64.6624	111	9180	150	
49.0585	3.67158	198.968	882.023	614.881	129.175	1644.52	70.6557	13.2642	10.7889	111	8640	150	
114.679	10.4077	978.862	4532.78	2219.25	2832.01	9724.94	315.789	41.2644	134.846	111	10010	150	
110.484	10.0388	1520.53	6539.22	2398.32	4879.81	14654.2	406.921	47.0656	226.588	111	10690	150	
64.2614	5.75073	569.524	3818.89	1192.84	229.173	6229.45	214.169	25.4757	15.3948	111	9760	150	
15	9	5803.63	15744.2	2892	28153.6	47226.1	770.685	67	1267.58	111	12205	150	
228.965	14.3407	659.714	5902.52	3215.53	314.508	9474.24	455.421	54.8833	22.6988	111	12205	150	
139.711	11.2103	824.465	6112.21	2634.9	349.255	10061.2	418.064	48.7906	24.3339	111	10909	150	
106.419	8.87911	866.979	6339.45	1998.74	322.229	10339.5	363.34	40.0147	20.5159	111	11020	150	
96.3329	10.4226	2777.07	10039.7	2846.6	10696.8	25178.5	551.107	58.3761	486.938	111	11700	150	
55.9827	9.19645	3894.79	11048.1	2621.88	17961.5	32769	560.275	57.5227	811.644	111	11489	150	
170.446	11.2186	580.283	4899.6	2298.82	267.701	7821.96	359.904	40.7855	19.3676	111	11270	150	
93.6423	7.46804	397.323	2929.9	1680.48	210.905	4873.83	230.294	31.2236	17.3275	111	8690	150	
23.8283	4.10301	1285	4539.95	1029.76	4889.3	10676.2	229.324	24.7183	223.444	111	9340	150	
30.4354	3.70358	1540.21	3602.47	903.596	7460.01	12035	182.901	22.5737	339.511	111	8510	150	
71.7747	5.55018	399.12	2582.39	1069.6	187.841	4332.7	164.331	21.8247	13.7234	111	9480	150	
70.5354	7.23982	962.414	6545.65	1628.65	503.761	10360.2	349.532	35.1965	27.7336	111	10580	150	
68.5954	6.52863	742.645	5105.65	1414.4	270.005	8126.91	278.798	30.2859	17.2736	111	10170	150	
135.424	9.60245	627.262	4884.47	1972.57	265.879	7886.36	323.365	36.84	18.4152	111	10909	150	
142.741	9.47671	478.605	3816.25	1859.12	227.647	6145.2	283.497	33.4627	16.8692	111	10650	150	
35.0659	8.80896	4819.69	13049.9	2658.21	23281.3	39627.5	646.242	60.5422	1049.55	111	11680	150	
162.669	12.0299	965.985	7521.54	3026.12	401.891	12246.9	505.867	55.808	27.2251	111	11670	150	
128.556	8.41971	421.252	3540.67	1833.98	224.042	5707.33	275.362	33.0176	17.448	111	10017	150	
132.465	10.6878	1010.35	7712.71	2437.24	375.054	12479.3	447.089	47.7951	23.3526	111	11740	150	
38.8115	3.64558	333.983	1907.6	666.265	161.542	3135.38	108.674	15.5745	11.906	111	8860	150	
30.8646	4.98107	1404.61	5811.88	1276.78	4687.48	12231.5	294.527	29.8735	214.332	111	9790	150	
34.2068	4.09394	792.468	3361.25	887.953	2171.33	6927.52	177.156	20.8474	101.962	111	9180	150	
95.909	7.46719	595.415	4293.59	1550.1	247.11	7031.77	261.37	30.7451	16.8171	111	10290	150	
84.4069	8.78427	2446.65	7382.53	2204.67	10767.1	21045.4	411.992	46.5759	489.654	111	10580	150	
92.7791	8.97562	2077.61	6123.86	2074.84	9267.82	17772.3	356.215	42.7788	422.469	111	10170	150	
20.1897	8.62931	4307.65	15549.1	2833.06	17867.6	36540.9	761.164	65.8879	804.399	111	12205	150	
111.715	10.0747	1744.34	7467.93	2530.78	5634.38	16769.4	450.384	50.2462	260.424	111	11020	150	
96.5405	9.73485	1412.5	9295.24	2317.33	1266.9	15357.1	495.736	48.6471	62.4856	111	11700	150	
54.7897	8.36128	2530.54	10868.8	2245.2	8507.09	22947.6	551.524	50.2654	385.909	111	11489	150	
32.2581	8.11458	3454.62	12870.6	2457.62	13826.9	29806	637.49	56.5416	623.818	111	11680	150	
41.1994	6.98039	2206.93	9300.75	1909.27	7588.55	19646.1	468.664	43.5629	344.345	111	10868	150	
98.4063	7.1458	467.232	3404.29	1461.42	218.671	5589.39	228.746	28.0844	15.8018	111	10010	150	
71.2801	5.52021	404.237	2681.64	1116.4	194.582	4492.43	171.987	22.6475	14.2019	111	9480	150	
102.577	8.25028	728.623	5410.73	1820.84	289.514	8819.63	319.878	36.1472	19.008	111	10690	150	
106.83	10.0606	1342.84	5521.33	2265.92	4538.47	12754	356.068	43.6748	211.186	111	10290	150	
70.1158	7.26978	1082.4	6561.42	1674.84	1332.7	11224	350.302	36.0194	65.0333	111	10580	150	
223.719	14	789.64	7031.01	3908.85	391.144	11380.9	542.464	66.7098	28.2281	111	12205	150	
134.628	9.57248	632.38	4983.72	2019.37	272.619	8046.08	331.021	37.6628	18.8937	111	10909	150	
141.674	9.44674	483.722	3915.5	1905.92	234.387	6304.92	291.153	34.2856	17.3477	111	10650	150	
93.3353	6.30553	330.408	2504.6	1358.2	189.016	4129.54	195.804	25.4209	15.0976	111	9350	150	
77.5581	8.15917	1221.97	7889.79	1882.67	1232.65	12938.5	418.112	40.5377	60.472	111	11041	150	
143.579	12.6792	615.068	4669.16	2720.06	300.678	7727.33	362.406	47.965	22.8882	111	10017	150	
48.5639	3.64161	204.086	981.274	661.675	135.915	1804.24	78.3112	14.0871	11.2674	111	8640	150	
40.2154	6.16666	1725.15	7511.54	1607.73	5549	15448.7	381.477	36.7819	253.045	111	10380	150	
93.8299	6.3355	325.29	2405.35	1311.41	182.276	3969.82	188.149	24.6049	14.6192	111	9350	150	
129.241	8.44967	416.134	3441.42	1787.19	217.302	5547.61	267.707	32.2016	16.9696	111	10017	150	
19.7702	8.65927	4428.59	15564.9	2837.82	18699.2	37404.7	761.934	65.9778	841.843	111	12205	150	
106.839	8.84914	844.326	6240.2	1951.94	315.489	10153.8	355.685	39.1919	20.0374	111	11020	150	
132.265	11.3539	1666.28	8841.2	2969.29	3808.81	17364.8	534.132	57.593	179.145	111	11740	150	
68.2818	6.55859	765.298	5121.41	1460.59	276.745	8312.7	279.568	31.1087	17.7521	111	10170	150	
38.6289	3.67555	356.636	1923.37	709.133	168.282	3321.17	109.444	16.3386	12.3845	111	8860	150	
39.7958	6.19663	1845.14	7527.3	1612.49	6377.93	16312.5	382.246	36.8718	290.344	111	10380	150	
98.9009	7.17577	462.114	3305.04	1414.62	211.931	5429.67	221.09	27.2615	15.3234	111	10010	150	
32.6777	8.08461	3334.64	12854.9	2452.86	12995.4	28942.2	636.721	56.4517	586.374	111	11680	150	
64.0789	5.78069	592.177	3836.47	1239.05	235.913	6415.24	215.087	26.2986	15.8733	111	9760	150	
55.2093	8.33132	2410.55	10853	2240.43	7676.01	22083.8	550.754	50.1755	348.49	111	11489	150	
171.72	11.2486	575.165	4800.35	2252.03	260.961	7662.24	352.248	39.9626	18.8891	111	11270	150	
23.2143	3.42798	1420.31	3586.7	857.406	6630.72	11171.2	182.132	21.4853	302.211	111	8510	150	
96.96	9.70488	1292.51	9279.47	2271.14	439.938	14493.3	494.967	47.8242	25.2557	111	11700	150	
147.984	11.7163	633.42	5043.99	2617.38	311.023	8256.99	378.196	46.5404	22.7879	111	10650	150	
82.0656	9.36246	2706.21	8618.75	2457.9	11498.1	23623.7	471.67	51.5765	522.512	111	11041	150	
230.239	14.3707	653.999	5803.27	3155.69	307.768	9306.55	447.766	53.8431	22.2125	111	12205	150	
130.7	8.50062	407.434	3272.69	1707.64	205.844	5276.08	254.693	30.8144	16.1562	111	10017	150	
49.2133	5.18661	2064.92	4642.45	1215.82	10285.6	16290.9	234.327	28.87	466.35	111	9340	150	
95.3104	7.43722	600.532	4392.84	1596.89	253.85	7191.49	269.025	31.5679	17.2956	111	10290	150	
165.481	11.0404	641.211	5733.31	2691.89	324.319	9190.29	424.21	47.6975	23.3867	111	11270	150	
40.7798	7.01036	2326.92	9316.52	1914.03	8419.52	20509.9	469.434	43.6528	381.758	111	10868	150	
23.3903	4.17493	1572.97	4577.8	1041.2	6878.75	12749.3	231.172	24.9341	312.964	111	9340	150	
148.397	11.7045	1103.65	8384.93	2848.85	418.234	13639.5	508.633	54.5988	26.4752	111	12010	150	
69.9376	5.91242	297.29	1853.07	1144.78	178.627	3209.98	145.285	22.0466	14.185	111	9000	150	
89.2071	9.30453	4126.72	9762.04	2436.56	20892.4	33466.9	498.218	54.9071	943.413	111	10868	150	
100.329	6.53328	291.515	1750.3	1002.57	137.791	2915.66	137.622	19.2194	11.4613	111	9350	150	
161.049	11.4631	802.44	6710.66	2635.83	346.823	10784.3	443.322	48.477	23.3066	111	11670	150	
209.784	13.0235	564.423	4728.68	2363.54	247.893	7470.4	363.127	40.7701	18.1217	111	11727	150	
103.176	8.25223	720.844	5311.48	1774.05	282.774	8655.95	312.222	35.3243	18.5296	111	10690	150	
140.218	9.7343	604.745	4447.76	1766.68	236.222	7183.59	289.681	33.2194	16.31	111	10909	150	
108.445	8.88563	827.216	6111.07	1845.03	299.987	9778.46	346.255	37.2993	18.9369	111	11020	150	
142.987	10.4265	579.733	4808.76	2398.35	295.049	7816.67	360.052	42.9062	21.6539	111	10650	150	
198.767	12.5141	568.238	4763.8	2338.76	251.687	7548.67	361.168	40.6624	18.3707	111	11597	150	
138.581	11.3894	561.38	4433.93	2499.87	284.703	7284.67	344.262	44.2939	21.7543	111	10017	150	
97.1697	7.10641	488.954	3702.04	1601.8	238.892	6078.02	251.712	30.553	17.2373	111	10010	150	
119.002	11.5629	2107.9	7768.67	2772.73	8147.16	19386.7	473.58	54.5211	373.503	111	11020	150	
104.341	11.1797	5863.37	13208.2	3056.99	30457.4	47082.1	654.717	69.9354	1372.69	111	11680	150	
209.719	13.5694	746.611	5706.49	2317.55	273.531	9131.22	382.741	41.8035	18.2006	111	12140	150	
138.317	10.8537	955.843	7287.81	2088.6	324.503	11257.7	416.024	41.6236	19.764	111	11740	150	
150.337	10.1187	672.848	4897.3	1607.69	193.769	6711.8	297.368	31.5453	12.5821	111	11050	150	
94.2782	7.5688	702.653	4899.02	1835.54	288.225	8119.09	308.068	35.7645	19.7357	111	10290	150	
135.135	10.0514	775.308	5896.83	2449.87	334.628	9658	401.452	45.6144	23.2956	111	10909	150	
80.405	8.62045	1206.06	8877.14	2036.35	374.295	13273.6	466.869	44.021	21.629	111	11340	150	
99.5762	9.54433	1160.21	9184.86	2171.99	371.668	13366.6	490.348	46.0363	21.1888	111	11700	150	
52.1047	8.55307	3298.45	10969.7	2392.31	13828.8	28475.9	556.45	52.9041	625.548	111	11489	150	
174.797	12.5349	953.098	7681.3	3185.85	410.57	12443.8	525.37	58.0533	27.9072	111	11870	150	
159.191	15.123	2702.35	9697.73	3605.08	10972.2	24819.4	600.199	69.1503	501.581	111	11740	150	
40.0255	3.93412	590.977	2105.45	811.817	1741.65	5015.13	123.294	18.185	83.2346	111	8860	150	
73.8489	7.17183	839.777	6447.88	1578.53	272.74	9111.99	344.76	34.275	16.2925	111	10580	150	
104.534	6.63217	280.184	1472.08	872.206	119.17	2469.08	116.175	16.9719	10.1619	111	9350	150	
175.064	11.8497	734.464	5430.32	2032.19	259.875	8698.31	344.566	37.862	17.1343	111	11670	150	
130.787	10.8076	1100.96	8109.72	2624.42	402.098	13222.5	477.711	51.0865	25.2664	111	11740	150	
47.9339	3.91943	350.479	1866.69	663.747	145.246	2679.53	106.992	15.7695	10.9613	111	8860	150	
49.7161	6.11384	927.56	7337.92	1559.36	259.148	9167.9	373.13	35.9884	14.315	111	10380	150	
32.9623	4.83124	804.672	5733.03	1252.96	542.795	7912.5	290.679	29.4239	27.8332	111	9790	150	
35.2047	3.98265	478.148	3291.87	866.988	180.939	4519.13	173.769	20.4518	12.0472	111	9180	150	
68.8245	4.22891	256.6	661.811	533.46	124.121	1321.65	54.0554	12.2772	10.7587	111	8640	150	
105.179	10.5625	4296.04	10590.9	2753.14	21471.2	35258.1	554.374	60.6851	969.99	111	11220	150	
63.44	5.88558	850.868	4183.85	1402.83	1774.97	8315.21	241.882	29.1786	85.4166	111	9760	150	
131.842	9.584	732.267	5708.25	2360.96	321.822	9305	386.906	43.6697	22.3865	111	10909	150	
34.1005	7.32543	3030.22	10593.1	2099.77	12494.7	25912.8	528.49	48.2002	564.633	111	11110	150	
75.7121	8.29103	1749.92	7959.18	2085.91	4879.97	16739.2	421.499	44.1583	224.591	111	11041	150	
181.818	12.0085	707.341	5226.7	1845.38	224.152	7851.79	330.585	34.5424	14.5984	111	11670	150	
81.6311	8.99577	1264.4	10326	2238.72	365.238	13860.4	535.359	49.0002	19.4904	111	11710	150	
10.7471	4.42346	2509.53	7866.63	1528.78	11109.7	20691	391.472	37.1962	503.102	111	8780	150	
35.535	4.38929	1176.43	3411.71	1009.19	4823.93	9691.69	179.619	23.0756	221.321	111	9180	150	
49.8994	3.72252	190.268	713.296	535.332	117.716	1373	57.6413	11.876	9.9755	111	8640	150	
105.698	7.37355	428.338	2750.11	1108.26	167.446	4375.51	178.823	21.8616	12.1655	111	10010	150	
69.5604	6.4597	695.675	5069.38	1348.36	254.503	7707.22	277.028	29.1045	16.1731	111	10170	150	
237.248	14.5355	622.571	5257.39	2826.56	270.697	8384.24	405.66	48.1223	19.5378	111	12205	150	
152.452	10.022	555.616	3977.66	1486.93	171.516	5650.26	256.003	28.2566	11.7167	111	10909	150	
146.189	13.5221	2539.85	8125.97	3105.42	11140.6	22496.4	501.14	60.0414	508.301	111	11020	150	
145.672	9.54563	466.834	3587.97	1751.5	212.145	5777.84	265.89	31.5701	15.7687	111	10650	150	
79.6558	8.00934	1005.16	7810.95	1844	324.266	11288.2	414.264	39.8257	18.9077	111	11041	150	
180.778	14.9159	813.374	6487.62	3349.44	375.544	10602.3	482.392	58.8165	27.0231	111	11270	150	
132.739	8.54857	399.246	3113.89	1632.77	195.059	5020.53	242.444	29.5088	15.3906	111	10017	150	
170.094	15.8849	2870.42	9836.69	3734.46	12136.4	26028.7	610.917	71.2971	554.002	111	11740	150	
57.2102	4.15276	384.557	1875.37	680.006	151.482	2710.49	107.883	16.215	11.5232	111	8860	150	
